name,type,year,description,url,gender,organization,age,country,current_country
Roy J. Glauber,physics,2005,"for his contribution to the quantum theory of optical coherencefor their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",https://www.nobelprize.org/nobel_prizes/physics/laureates/2005/glauber-facts.html,male,FALSE,80,USA,USA
John L. Hall,physics,2005,"for his contribution to the quantum theory of optical coherencefor their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",https://www.nobelprize.org/nobel_prizes/physics/laureates/2005/hall-facts.html,male,FALSE,71,USA,USA
Theodor W. H�nsch,physics,2005,"for his contribution to the quantum theory of optical coherencefor their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",https://www.nobelprize.org/nobel_prizes/physics/laureates/2005/hansch-facts.html,male,FALSE,64,Germany,Germany
Yves Chauvin,chemistry,2005,for the development of the metathesis method in organic synthesis,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2005/chauvin-facts.html,male,FALSE,75,Belgium,Belgium
Robert H. Grubbs,chemistry,2005,for the development of the metathesis method in organic synthesis,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2005/grubbs-facts.html,male,FALSE,63,USA,USA
Richard R. Schrock,chemistry,2005,for the development of the metathesis method in organic synthesis,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2005/schrock-facts.html,male,FALSE,60,USA,USA
Barry J. Marshall,medicine,2005,for their discovery of the bacterium Helicobacter pylori and its role in gastritis and peptic ulcer disease,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2005/marshall-facts.html,male,FALSE,54,Australia,Australia
J. Robin Warren,medicine,2005,for their discovery of the bacterium Helicobacter pylori and its role in gastritis and peptic ulcer disease,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2005/warren-facts.html,male,FALSE,68,Australia,Australia
Harold Pinter,literature,2005,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,https://www.nobelprize.org/nobel_prizes/literature/laureates/2005/pinter-facts.html,male,FALSE,75,United Kingdom,United Kingdom
International Atomic Energy Agency (IAEA),peace,2005,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,https://www.nobelprize.org/nobel_prizes/peace/laureates/2005/iaea-facts.html,org,TRUE,,,
Mohamed ElBaradei,peace,2005,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,https://www.nobelprize.org/nobel_prizes/peace/laureates/2005/elbaradei-facts.html,male,FALSE,63,Egypt,Egypt
Robert J. Aumann,economic-sciences,2005,for having enhanced our understanding of conflict and cooperation through game-theory analysis,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/2005/aumann-facts.html,male,FALSE,75,Germany,Germany
Thomas C. Schelling,economic-sciences,2005,for having enhanced our understanding of conflict and cooperation through game-theory analysis,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/2005/schelling-facts.html,male,FALSE,84,USA,USA
David J. Gross,physics,2004,for the discovery of asymptotic freedom in the theory of the strong interaction,https://www.nobelprize.org/nobel_prizes/physics/laureates/2004/gross-facts.html,male,FALSE,63,USA,USA
H. David Politzer,physics,2004,for the discovery of asymptotic freedom in the theory of the strong interaction,https://www.nobelprize.org/nobel_prizes/physics/laureates/2004/politzer-facts.html,male,FALSE,55,USA,USA
Frank Wilczek,physics,2004,for the discovery of asymptotic freedom in the theory of the strong interaction,https://www.nobelprize.org/nobel_prizes/physics/laureates/2004/wilczek-facts.html,male,FALSE,53,USA,USA
Aaron Ciechanover,chemistry,2004,for the discovery of ubiquitin-mediated protein degradation,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2004/ciechanover-facts.html,male,FALSE,57,British Protectorate of Palestine,Israel
Avram Hershko,chemistry,2004,for the discovery of ubiquitin-mediated protein degradation,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2004/hershko-facts.html,male,FALSE,67,Hungary,Hungary
Irwin Rose,chemistry,2004,for the discovery of ubiquitin-mediated protein degradation,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2004/rose-facts.html,male,FALSE,78,USA,USA
Richard Axel,medicine,2004,for their discoveries of odorant receptors and the organization of the olfactory system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2004/axel-facts.html,male,FALSE,58,USA,USA
Linda B. Buck,medicine,2004,for their discoveries of odorant receptors and the organization of the olfactory system,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2004/buck-facts.html,female,FALSE,57,USA,USA
Elfriede Jelinek,literature,2004,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich�s and their subjugating power,https://www.nobelprize.org/nobel_prizes/literature/laureates/2004/jelinek-facts.html,female,FALSE,58,Austria,Austria
Wangari Muta Maathai,peace,2004,"for her contribution to sustainable development, democracy and peace",https://www.nobelprize.org/nobel_prizes/peace/laureates/2004/maathai-facts.html,female,FALSE,64,Kenya,Kenya
Finn E. Kydland,economic-sciences,2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/2004/kydland-facts.html,male,FALSE,61,Norway,Norway
Edward C. Prescott,economic-sciences,2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/2004/prescott-facts.html,male,FALSE,64,USA,USA
Alexei A. Abrikosov,physics,2003,for pioneering contributions to the theory of superconductors and superfluids,https://www.nobelprize.org/nobel_prizes/physics/laureates/2003/abrikosov-facts.html,male,FALSE,75,USSR,Russia
Vitaly L. Ginzburg,physics,2003,for pioneering contributions to the theory of superconductors and superfluids,https://www.nobelprize.org/nobel_prizes/physics/laureates/2003/ginzburg-facts.html,male,FALSE,87,Russia,Russia
Anthony J. Leggett,physics,2003,for pioneering contributions to the theory of superconductors and superfluids,https://www.nobelprize.org/nobel_prizes/physics/laureates/2003/leggett-facts.html,male,FALSE,65,United Kingdom,United Kingdom
Peter Agre,chemistry,2003,for discoveries concerning channels in cell membranesfor the discovery of water channelsfor structural and mechanistic studies of ion channels,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2003/agre-facts.html,male,FALSE,54,USA,USA
Roderick MacKinnon,chemistry,2003,for discoveries concerning channels in cell membranesfor the discovery of water channelsfor structural and mechanistic studies of ion channels,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2003/mackinnon-facts.html,male,FALSE,47,USA,USA
Paul C. Lauterbur,medicine,2003,for their discoveries concerning magnetic resonance imaging,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2003/lauterbur-facts.html,male,FALSE,74,USA,USA
Sir Peter Mansfield,medicine,2003,for their discoveries concerning magnetic resonance imaging,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2003/mansfield-facts.html,male,FALSE,70,United Kingdom,United Kingdom
John M. Coetzee,literature,2003,who in innumerable guises portrays the surprising involvement of the outsider,https://www.nobelprize.org/nobel_prizes/literature/laureates/2003/coetzee-facts.html,male,FALSE,63,South Africa,South Africa
Shirin Ebadi,peace,2003,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,https://www.nobelprize.org/nobel_prizes/peace/laureates/2003/ebadi-facts.html,female,FALSE,56,Iran,Iran
Robert F. Engle III,economic-sciences,2003,for methods of analyzing economic time series with time-varying volatility (ARCH)for methods of analyzing economic time series with common trends (cointegration),https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/2003/engle-facts.html,male,FALSE,61,USA,USA
Clive W.J. Granger,economic-sciences,2003,for methods of analyzing economic time series with time-varying volatility (ARCH)for methods of analyzing economic time series with common trends (cointegration),https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/2003/granger-facts.html,male,FALSE,69,United Kingdom,United Kingdom
Raymond Davis Jr.,physics,2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinosfor pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",https://www.nobelprize.org/nobel_prizes/physics/laureates/2002/davis-facts.html,male,FALSE,88,USA,USA
Masatoshi Koshiba,physics,2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinosfor pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",https://www.nobelprize.org/nobel_prizes/physics/laureates/2002/koshiba-facts.html,male,FALSE,76,Japan,Japan
Riccardo Giacconi,physics,2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinosfor pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",https://www.nobelprize.org/nobel_prizes/physics/laureates/2002/giacconi-facts.html,male,FALSE,71,Italy,Italy
John B. Fenn,chemistry,2002,for the development of methods for identification and structure analyses of biological macromoleculesfor their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromoleculesfor his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2002/fenn-facts.html,male,FALSE,85,USA,USA
Koichi Tanaka,chemistry,2002,for the development of methods for identification and structure analyses of biological macromoleculesfor their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromoleculesfor his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2002/tanaka-facts.html,male,FALSE,43,Japan,Japan
Kurt W�thrich,chemistry,2002,for the development of methods for identification and structure analyses of biological macromoleculesfor their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromoleculesfor his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2002/wuthrich-facts.html,male,FALSE,64,Switzerland,Switzerland
Sydney Brenner,medicine,2002,for their discoveries concerning genetic regulation of organ development and programmed cell death',https://www.nobelprize.org/nobel_prizes/medicine/laureates/2002/brenner-facts.html,male,FALSE,75,South Africa,South Africa
H. Robert Horvitz,medicine,2002,for their discoveries concerning genetic regulation of organ development and programmed cell death',https://www.nobelprize.org/nobel_prizes/medicine/laureates/2002/horvitz-facts.html,male,FALSE,55,USA,USA
John E. Sulston,medicine,2002,for their discoveries concerning genetic regulation of organ development and programmed cell death',https://www.nobelprize.org/nobel_prizes/medicine/laureates/2002/sulston-facts.html,male,FALSE,60,United Kingdom,United Kingdom
Imre Kert�sz,literature,2002,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history,https://www.nobelprize.org/nobel_prizes/literature/laureates/2002/kertesz-facts.html,male,FALSE,73,Hungary,Hungary
Jimmy Carter,peace,2002,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",https://www.nobelprize.org/nobel_prizes/peace/laureates/2002/carter-facts.html,male,FALSE,78,USA,USA
