name,type,year,url,gender,organization,age,country,current_country,description
Orhan Pamuk,literature,2006,https://www.nobelprize.org/nobel_prizes/literature/laureates/2006/pamuk-facts.html,male,FALSE,54,Turkey,Turkey,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures
Robert J. Aumann,economics,2005,https://www.nobelprize.org/nobel_prizes/economics/laureates/2005/aumann-facts.html,male,FALSE,75,Germany,Germany,for having enhanced our understanding of conflict and cooperation through game-theory analysis
Thomas C. Schelling,economics,2005,https://www.nobelprize.org/nobel_prizes/economics/laureates/2005/schelling-facts.html,male,FALSE,84,USA,USA,for having enhanced our understanding of conflict and cooperation through game-theory analysis
Roy J. Glauber,physics,2005,https://www.nobelprize.org/nobel_prizes/physics/laureates/2005/glauber-facts.html,male,FALSE,80,USA,USA,for his contribution to the quantum theory of optical coherence
John L. Hall,physics,2005,https://www.nobelprize.org/nobel_prizes/physics/laureates/2005/hall-facts.html,male,FALSE,71,USA,USA,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"
Theodor W. Hansch,physics,2005,https://www.nobelprize.org/nobel_prizes/physics/laureates/2005/hansch-facts.html,male,FALSE,64,Germany,Germany,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"
Yves Chauvin,chemistry,2005,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2005/chauvin-facts.html,male,FALSE,75,Belgium,Belgium,for the development of the metathesis method in organic synthesis
Robert H. Grubbs,chemistry,2005,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2005/grubbs-facts.html,male,FALSE,63,USA,USA,for the development of the metathesis method in organic synthesis
Richard R. Schrock,chemistry,2005,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2005/schrock-facts.html,male,FALSE,60,USA,USA,for the development of the metathesis method in organic synthesis
Barry J. Marshall,medicine,2005,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2005/marshall-facts.html,male,FALSE,54,Australia,Australia,for their discovery of the bacterium Helicobacter pylori and its role in gastritis and peptic ulcer disease
J. Robin Warren,medicine,2005,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2005/warren-facts.html,male,FALSE,68,Australia,Australia,for their discovery of the bacterium Helicobacter pylori and its role in gastritis and peptic ulcer disease
International Atomic Energy Agency (IAEA),peace,2005,https://www.nobelprize.org/nobel_prizes/peace/laureates/2005/iaea-facts.html,org,TRUE,,,,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way
Mohamed ElBaradei,peace,2005,https://www.nobelprize.org/nobel_prizes/peace/laureates/2005/elbaradei-facts.html,male,FALSE,63,Egypt,Egypt,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way
Harold Pinter,literature,2005,https://www.nobelprize.org/nobel_prizes/literature/laureates/2005/pinter-facts.html,male,FALSE,75,United Kingdom,United Kingdom,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms
Wangari Muta Maathai,peace,2004,https://www.nobelprize.org/nobel_prizes/peace/laureates/2004/maathai-facts.html,female,FALSE,64,Kenya,Kenya,"for her contribution to sustainable development, democracy and peace"
Elfriede Jelinek,literature,2004,https://www.nobelprize.org/nobel_prizes/literature/laureates/2004/jelinek-facts.html,female,FALSE,58,Austria,Austria,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clichÌ©s and their subjugating power
David J. Gross,physics,2004,https://www.nobelprize.org/nobel_prizes/physics/laureates/2004/gross-facts.html,male,FALSE,63,USA,USA,for the discovery of asymptotic freedom in the theory of the strong interaction
H. David Politzer,physics,2004,https://www.nobelprize.org/nobel_prizes/physics/laureates/2004/politzer-facts.html,male,FALSE,55,USA,USA,for the discovery of asymptotic freedom in the theory of the strong interaction
Frank Wilczek,physics,2004,https://www.nobelprize.org/nobel_prizes/physics/laureates/2004/wilczek-facts.html,male,FALSE,53,USA,USA,for the discovery of asymptotic freedom in the theory of the strong interaction
Aaron Ciechanover,chemistry,2004,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2004/ciechanover-facts.html,male,FALSE,57,British Protectorate of Palestine,Israel,for the discovery of ubiquitin-mediated protein degradation
Avram Hershko,chemistry,2004,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2004/hershko-facts.html,male,FALSE,67,Hungary,Hungary,for the discovery of ubiquitin-mediated protein degradation
Irwin Rose,chemistry,2004,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2004/rose-facts.html,male,FALSE,78,USA,USA,for the discovery of ubiquitin-mediated protein degradation
Finn E. Kydland,economics,2004,https://www.nobelprize.org/nobel_prizes/economics/laureates/2004/kydland-facts.html,male,FALSE,61,Norway,Norway,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles
Edward C. Prescott,economics,2004,https://www.nobelprize.org/nobel_prizes/economics/laureates/2004/prescott-facts.html,male,FALSE,64,USA,USA,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles
Richard Axel,medicine,2004,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2004/axel-facts.html,male,FALSE,58,USA,USA,for their discoveries of odorant receptors and the organization of the olfactory system
Linda B. Buck,medicine,2004,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2004/buck-facts.html,female,FALSE,57,USA,USA,for their discoveries of odorant receptors and the organization of the olfactory system
Peter Agre,chemistry,2003,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2003/agre-facts.html,male,FALSE,54,USA,USA,for the discovery of water channels
Roderick MacKinnon,chemistry,2003,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2003/mackinnon-facts.html,male,FALSE,47,USA,USA,for structural and mechanistic studies of ion channels
Shirin Ebadi,peace,2003,https://www.nobelprize.org/nobel_prizes/peace/laureates/2003/ebadi-facts.html,female,FALSE,56,Iran,Iran,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children
Robert F. Engle III,economics,2003,https://www.nobelprize.org/nobel_prizes/economics/laureates/2003/engle-facts.html,male,FALSE,61,USA,USA,for methods of analyzing economic time series with time-varying volatility (ARCH)
Clive W.J. Granger,economics,2003,https://www.nobelprize.org/nobel_prizes/economics/laureates/2003/granger-facts.html,male,FALSE,69,United Kingdom,United Kingdom,for methods of analyzing economic time series with common trends (cointegration)
Alexei A. Abrikosov,physics,2003,https://www.nobelprize.org/nobel_prizes/physics/laureates/2003/abrikosov-facts.html,male,FALSE,75,USSR,Russia,for pioneering contributions to the theory of superconductors and superfluids
Vitaly L. Ginzburg,physics,2003,https://www.nobelprize.org/nobel_prizes/physics/laureates/2003/ginzburg-facts.html,male,FALSE,87,Russia,Russia,for pioneering contributions to the theory of superconductors and superfluids
Anthony J. Leggett,physics,2003,https://www.nobelprize.org/nobel_prizes/physics/laureates/2003/leggett-facts.html,male,FALSE,65,United Kingdom,United Kingdom,for pioneering contributions to the theory of superconductors and superfluids
Paul C. Lauterbur,medicine,2003,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2003/lauterbur-facts.html,male,FALSE,74,USA,USA,for their discoveries concerning magnetic resonance imaging
Sir Peter Mansfield,medicine,2003,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2003/mansfield-facts.html,male,FALSE,70,United Kingdom,United Kingdom,for their discoveries concerning magnetic resonance imaging
John M. Coetzee,literature,2003,https://www.nobelprize.org/nobel_prizes/literature/laureates/2003/coetzee-facts.html,male,FALSE,63,South Africa,South Africa,who in innumerable guises portrays the surprising involvement of the outsider
Daniel Kahneman,economics,2002,https://www.nobelprize.org/nobel_prizes/economics/laureates/2002/kahneman-facts.html,male,FALSE,68,British Mandate of Palestine,Israel,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty"
Vernon L. Smith,economics,2002,https://www.nobelprize.org/nobel_prizes/economics/laureates/2002/smith-facts.html,male,FALSE,75,USA,USA,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms"
Jimmy Carter,peace,2002,https://www.nobelprize.org/nobel_prizes/peace/laureates/2002/carter-facts.html,male,FALSE,78,USA,USA,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development"
Raymond Davis Jr.,physics,2002,https://www.nobelprize.org/nobel_prizes/physics/laureates/2002/davis-facts.html,male,FALSE,88,USA,USA,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos"
Masatoshi Koshiba,physics,2002,https://www.nobelprize.org/nobel_prizes/physics/laureates/2002/koshiba-facts.html,male,FALSE,76,Japan,Japan,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos"
Riccardo Giacconi,physics,2002,https://www.nobelprize.org/nobel_prizes/physics/laureates/2002/giacconi-facts.html,male,FALSE,71,Italy,Italy,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources"
John B. Fenn,chemistry,2002,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2002/fenn-facts.html,male,FALSE,85,USA,USA,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules
Koichi Tanaka,chemistry,2002,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2002/tanaka-facts.html,male,FALSE,43,Japan,Japan,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules
Kurt Wuthrich,chemistry,2002,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/2002/wuthrich-facts.html,male,FALSE,64,Switzerland,Switzerland,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution
Sydney Brenner,medicine,2002,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2002/brenner-facts.html,male,FALSE,75,South Africa,South Africa,for their discoveries concerning genetic regulation of organ development and programmed cell death
H. Robert Horvitz,medicine,2002,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2002/horvitz-facts.html,male,FALSE,55,USA,USA,for their discoveries concerning genetic regulation of organ development and programmed cell death
John E. Sulston,medicine,2002,https://www.nobelprize.org/nobel_prizes/medicine/laureates/2002/sulston-facts.html,male,FALSE,60,United Kingdom,United Kingdom,for their discoveries concerning genetic regulation of organ development and programmed cell death
Imre Kertesz,literature,2002,https://www.nobelprize.org/nobel_prizes/literature/laureates/2002/kertesz-facts.html,male,FALSE,73,Hungary,Hungary,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history
Sir Vidiadhar Surajprasad Naipaul,literature,2001,https://www.nobelprize.org/nobel_prizes/literature/laureates/2001/naipaul-facts.html,male,FALSE,69,Trinidad,Trinidad,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories
Eric A. Cornell,physics,2001,https://www.nobelprize.org/nobel_prizes/physics/laureates/2001/cornell-facts.html,male,FALSE,40,USA,USA,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
Wolfgang Ketterle,physics,2001,https://www.nobelprize.org/nobel_prizes/physics/laureates/2001/ketterle-facts.html,male,FALSE,44,West Germany,Germany,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
Carl E. Wieman,physics,2001,https://www.nobelprize.org/nobel_prizes/physics/laureates/2001/wieman-facts.html,male,FALSE,50,USA,USA,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
